"*27068-PROFESSIONAL DEVELOPMENT","2500 E NORTHERN PKWY,",0,0,0,0,0,0
CENTER,"BALTIMORE, MD 21214",,,,,,
27069-BOLTON STREET SYNAGOGUE,"212 W COLDSPRING LN,",95,24,0,21,1,141
"","BALTIMORE, MD 21210",,,,,,
28001-SCHOOL #241 FALLSTAFF MIDDLE,"3801 FALLSTAFF RD,",1057,48,6,167,20,1298
"","BALTIMORE, MD 21215",,,,,,
28002-SCHOOL #406 FOREST PARK,3701 ELDORADO AVE,1736,79,3,208,23,2049
SENIOR  HIGH,"(ENTER ON BELLE AVE),",,,,,,
"","BALTIMORE, MD 21207",,,,,,
28003-SCHOOL #251 CALLAWAY ELEM,"3701 FERNHILL AVE,",378,16,0,52,5,451
"","BALTIMORE, MD 21215",,,,,,
28004-SCHOOL #406 FOREST PARK,3701 ELDORADO AVE,537,29,2,101,8,677
SENIOR  HIGH,"(ENTER ON BELLE AVE),",,,,,,
"","BALTIMORE, MD 21207",,,,,,
28005-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",1342,46,1,179,19,1587
"","BALTIMORE, MD 21207",,,,,,
28006-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",2003,56,11,283,33,2386
"","BALTIMORE, MD 21207",,,,,,
28007-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",922,45,4,142,12,1125
"","BALTIMORE, MD 21207",,,,,,
28008-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",1226,38,2,198,26,1490
"","BALTIMORE, MD 21207",,,,,,
28009-SCHOOL #201 DICKEY HILL ELEM,"5025 DICKEY HILL RD,",1551,84,7,275,23,1940
"","BALTIMORE, MD 21207",,,,,,
28010-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1583,95,2,233,22,1935
ELEM,"BALTIMORE, MD 21229",,,,,,
28011-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1601,65,5,208,22,1901
ELEM,"BALTIMORE, MD 21229",,,,,,
28012-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1100,98,5,206,24,1433
ELEM,"BALTIMORE, MD 21229",,,,,,
28013-WESTSIDE SKILL CENTER,4501 EDMONDSON AVE -,1137,42,2,155,22,1358
"","REAR OF BLDG.,",,,,,,
"","BALTIMORE, MD 21229",,,,,,
28014-SCHOOL #246 BEECHFIELD ELEM,"301 S BEECHFIELD AVE,",454,25,6,61,11,557
"","BALTIMORE, MD 21229",,,,,,
28015-SCHOOL #81 NORTHBEND,"181 NORTHBEND ROAD,",1277,149,9,305,31,1771
ELEM/MID,"BALTIMORE, MD 21229",,,,,,
